_id,LogPath,ModelPath,Log,Model,Monolithic,Decomposition,RecomposeStrategy,LogCreationStrategy,PreferBorderTransitions,AddConflictOnlyOnce,UseHideAndReduceAbstraction,GlobalDurationThreshold,LocalDurationThreshold,LogMoveCost,ModelMoveCost,RelativeIntervalThreshold,AbsoluteIntervalThreshold,MaxConflictThreshold,AlignmentPercentageThreshold,MaxIterationThreshold,CostIntervalLo,CostIntervalHi,FitnessLo,FitnessHi,Aligned,ToAlign,Rejected,TotalTraces,RecompositionStepsTaken,TotalTimeTaken,feasible,net_strategy_short,log_strategy_short,strategy_short,time_gain,fastest
2,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017,0.9264488017,1000,0,0,1000,25,579.54,True,MCG,IC,MCG - IC,6.206000000000017,False
3,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.07999999999997,59.07999999999997,,,1000,-1,-1,1000,-1,445.582,True,Monolithic,Monolithic,Monolithic,6.206000000000017,False
3,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,56.746,292.646,0.6356725801431684,0.9293544973544974,696,304,0,1000,47,900.0,False,MFC,IC,MFC - IC,6.206000000000017,False
3,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017429194,0.9264488017429194,1000,0,0,1000,6,565.647,True,Random,IC,Random - IC,6.206000000000017,False
2,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017429194,0.9264488017429194,1000,0,0,1000,5,385.505,True,Balanced,SIC,Balanced - SIC,6.206000000000017,True
2,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017429194,0.9264488017429194,1000,0,0,1000,41,427.508,True,MFCS-1,SIC,MFCS-1 - SIC,6.206000000000017,False
2,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017429194,0.9264488017429194,1000,0,0,1000,6,391.711,True,MFCS-10,SIC,MFCS-10 - SIC,6.206000000000017,False
2,../data/synthetic/2018-05-01_small/net1/net1-60-10.xes.gz,../data/synthetic/2018-05-01_small/net1/net1.apnml,net1-60-10,net1,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,59.08,59.08,0.9264488017429194,0.9264488017429194,1000,0,0,1000,18,401.314,True,MFCS-3,SIC,MFCS-3 - SIC,6.206000000000017,False
6,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,2,92.279,True,All,IC,All - IC,2.8930000000000007,False
4,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.9870671238,0.9870671238,1000,0,0,1000,15,138.507,True,MCG,IC,MCG - IC,2.8930000000000007,False
6,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.411999999999999,10.411999999999999,,,1000,-1,-1,1000,-1,170.544,True,Monolithic,Monolithic,Monolithic,2.8930000000000007,False
6,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,48,384.079,True,MFC,IC,MFC - IC,2.8930000000000007,False
6,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,7,112.079,True,Random,IC,Random - IC,2.8930000000000007,False
4,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,4,85.524,True,Balanced,SIC,Balanced - SIC,2.8930000000000007,False
4,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,29,123.124,True,MFCS-1,SIC,MFCS-1 - SIC,2.8930000000000007,False
4,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,6,82.631,True,MFCS-10,SIC,MFCS-10 - SIC,2.8930000000000007,True
4,../data/synthetic/2018-05-01_small/net2/net2-10-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-10,net2,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,10.412,10.412,0.987067123764098,0.987067123764098,1000,0,0,1000,15,86.311,True,MFCS-3,SIC,MFCS-3 - SIC,2.8930000000000007,False
7,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,2,303.089,True,All,IC,All - IC,20.652999999999963,False
5,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586,0.9466209586,1000,0,0,1000,17,865.432,True,MCG,IC,MCG - IC,20.652999999999963,False
7,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.976000000000006,42.976000000000006,,,1000,-1,-1,1000,-1,396.599,True,Monolithic,Monolithic,Monolithic,20.652999999999963,False
7,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,39.974,84.99,0.8944367850355852,0.950349641663872,895,105,0,1000,55,900.0,False,MFC,IC,MFC - IC,20.652999999999963,False
7,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,10,578.938,True,Random,IC,Random - IC,20.652999999999963,False
5,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,2,269.696,True,Balanced,SIC,Balanced - SIC,20.652999999999963,True
5,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,14,321.143,True,MFCS-1,SIC,MFCS-1 - SIC,20.652999999999963,False
5,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,3,290.349,True,MFCS-10,SIC,MFCS-10 - SIC,20.652999999999963,False
5,../data/synthetic/2018-05-01_small/net2/net2-10-60.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-10-60,net2,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.976,42.976,0.9466209586267715,0.9466209586267715,1000,0,0,1000,7,309.326,True,MFCS-3,SIC,MFCS-3 - SIC,20.652999999999963,False
8,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,2,439.173,True,All,IC,All - IC,26.237000000000023,False
6,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980472,0.9317980472,1000,0,0,1000,22,706.27,True,MCG,IC,MCG - IC,26.237000000000023,False
8,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.276,57.276,,,1000,-1,-1,1000,-1,453.357,True,Monolithic,Monolithic,Monolithic,26.237000000000023,False
8,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,55.421,238.842,0.7155965706120505,0.9340069064062873,763,237,0,1000,59,900.0,False,MFC,IC,MFC - IC,26.237000000000023,False
8,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,7,495.59,True,Random,IC,Random - IC,26.237000000000023,False
6,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,5,394.918,True,Balanced,SIC,Balanced - SIC,26.237000000000023,False
6,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,44,507.216,True,MFCS-1,SIC,MFCS-1 - SIC,26.237000000000023,False
6,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,8,382.137,True,MFCS-10,SIC,MFCS-10 - SIC,26.237000000000023,False
6,../data/synthetic/2018-05-01_small/net2/net2-60-10.xes.gz,../data/synthetic/2018-05-01_small/net2/net2.apnml,net2-60-10,net2,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,57.276,57.276,0.9317980471540843,0.9317980471540843,1000,0,0,1000,16,355.9,True,MFCS-3,SIC,MFCS-3 - SIC,26.237000000000023,True
11,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,2,103.864,True,All,IC,All - IC,10.615000000000009,False
8,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488,0.9878243488,1000,0,0,1000,20,188.465,True,MCG,IC,MCG - IC,10.615000000000009,False
11,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.867999999999995,9.867999999999995,,,1000,-1,-1,1000,-1,186.703,True,Monolithic,Monolithic,Monolithic,10.615000000000009,False
11,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,47,410.444,True,MFC,IC,MFC - IC,10.615000000000009,False
11,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,8,99.134,True,Random,IC,Random - IC,10.615000000000009,False
8,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,4,96.221,True,Balanced,SIC,Balanced - SIC,10.615000000000009,False
8,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Top one most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,33,185.974,True,MFCS-1,SIC,MFCS-1 - SIC,10.615000000000009,False
8,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Top ten most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,6,85.606,True,MFCS-10,SIC,MFCS-10 - SIC,10.615000000000009,True
8,../data/synthetic/2018-05-01_small/net3/net3-10-10.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-10,net3,False,sese_25,Top three most frequent conflicts set,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,9.868,9.868,0.9878243488346268,0.9878243488346268,1000,0,0,1000,12,98.213,True,MFCS-3,SIC,MFCS-3 - SIC,10.615000000000009,False
12,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,All conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,2,390.811,True,All,IC,All - IC,3.8460000000000036,False
9,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Merge conflict graph,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.703,58.628,0.930123239,0.9491037162,972,28,0,1000,11,900.0,False,MCG,IC,MCG - IC,3.8460000000000036,False
12,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,True,,Monolithic,Monolithic,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.97400000000002,42.97400000000002,,,1000,-1,-1,1000,-1,472.219,True,Monolithic,Monolithic,Monolithic,3.8460000000000036,False
12,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Most frequent conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,39.792,84.624,0.8991394722414245,0.9525732402088151,915,85,0,1000,45,900.0,False,MFC,IC,MFC - IC,3.8460000000000036,False
12,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Random conflicts,Group by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,6,611.672,True,Random,IC,Random - IC,3.8460000000000036,False
9,../data/synthetic/2018-05-01_small/net3/net3-10-60.xes.gz,../data/synthetic/2018-05-01_small/net3/net3.apnml,net3-10-60,net3,False,sese_25,Score-based,Strict exclude by conflicts,False,True,True,900000,80000,10,4,100,0,100,100,200,42.974,42.974,0.9487807203642344,0.9487807203642344,1000,0,0,1000,3,355.209,True,Balanced,SIC,Balanced - SIC,3.8460000000000036,False
